O*NET-SOC CODE	Title	TASKS
51-5011.02	Operadores y encargados del mantenimiento de máquinas para encuadernar	Selecciona, carga y ajusta piezas de trabajo y piezas a la máquina con herramientas de mano.
51-5012.00	Encuadernadores de libros	Aplica pegamento a la parte posterior del libro con brocha o máquina para pegar; fija el forro de tela y la cabezada.
51-5012.00	Encuadernadores de libros	Fija hojas de guarda a las partes superior e inferior del cuerpo del libro con máquina encuadernadora de hilo, o bien, pega hojas de guarda y pliegos al lomo, mediante brocha o máquina para pegar.
51-5012.00	Encuadernadores de libros	Introduce el cuerpo del libro en el aparato que moldea el margen posterior del libro en forma convexa y produce ranuras para facilitar la fijación a la tapa.
51-5012.00	Encuadernadores de libros	Recorta los bordes del libro para que el mismo quede del tamaño indicado, con una máquina cortadora, cortadora lateral de libros o con una cortadora manual.
51-5012.00	Encuadernadores de libros	Empaca, pesa y apila libros en la plataforma para su envío.
51-5012.00	Encuadernadores de libros	Coloca el libro encuadernado en la prensa que ejerce presión sobre la tapa hasta que se seque el pegamento.
51-5012.00	Encuadernadores de libros	Pliega hojas impresas para formar pliegos (páginas) y ensambla pliegos en orden numérico para formar el cuerpo del libro.
51-5012.00	Encuadernadores de libros	Comprime pliegos pegados o cosidos para reducir el libro al grosor indicado, mediante prensa de mano o prensadora de libros.
51-5012.00	Encuadernadores de libros	Imprime y estampa caracteres, diseños o números en la tapa, con lámina de oro, plata o de color y estampadora.
51-5012.00	Encuadernadores de libros	Aplica color a bordes de pliegos con brocha, cojín o atomizador.
51-5012.00	Encuadernadores de libros	Pega hojas de guarda exteriores a la tapa.
51-5012.00	Encuadernadores de libros	Corta el tablero de la encuadernadora a la dimensión indicada, con una cizalla de tableros o máquina cortadora.
51-5012.00	Encuadernadores de libros	Corta la cubierta de acuerdo a las dimensiones indicadas; fija y pega la cubierta al tablero de la encuadernadora de manera manual o a máquina.
51-5021.00	Impresores generales	Selecciona el tipo de la caja de tipos y lo inserta en la barra de la impresora para reproducir el material.
51-5021.00	Impresores generales	Coloca papel en la prensa para galeradas, pone tinta en el tipo, fija el papel al cilindro de presión y empuja el cilindro sobre el papel para hacer la copia de prueba.
51-5021.00	Impresores generales	Presiona el botón para encender la prensa, examina hojas impresas y ajusta la prensa cuando la impresión está defectuosa.
51-5021.00	Impresores generales	Corrige errores al recomponer el tipo y mejora la impresión al golpear la superficie del tipo con un martillo.
51-5021.00	Impresores generales	Limpia los cilindros con tinta al final del tiraje.
51-5021.00	Impresores generales	Ajusta guías de alimentación según tamaño y grosor del papel.
51-5021.00	Impresores generales	Llena la fuente de tinta y mueve la palanca para ajustar el flujo de tinta.
51-5021.00	Impresores generales	Coloca el molde (tipo en la rama fija) sobre la platina de la prensa y ajusta las pinzas con llave de tuercas.
51-5021.00	Impresores generales	Quita el tipo montado de la galerada y lo coloca sobre la piedra de composición.
51-5021.00	Impresores generales	Coloca la rama sobre el tipo, introduce cuñas de imposición y fija la rama para sostener el tipo.
51-5021.00	Impresores generales	Desliza el tipo desde la barra hasta la galerada.
51-5021.00	Impresores generales	Introduce separadores entre palabras y regletas entre líneas.
51-5021.00	Impresores generales	Lee pruebas para detectar errores y verificar la claridad de impresión.
51-5021.00	Impresores generales	Pasa la hoja de prueba a través de la prensa y examina la hoja para establecer si la impresión está clara o no.
51-5022.01	Tipógrafos	Introduce separadores entre palabras o unidades para equilibrar y justificar las líneas.
51-5022.01	Tipógrafos	Prepara la copia de la prueba de la puesta en página mediante prensa de galeradas.
51-5022.01	Tipógrafos	Mide la copia con regla de tipógrafo para determinar la longitud de la línea.
51-5022.01	Tipógrafos	Organiza las galeradas de líneas de linotipia (tomas) en la secuencia sobre la mesa de corrección.
51-5022.01	Tipógrafos	Limpia tipos después de usarlos y los distribuye en cajas específicas dentro de la caja tipográfica.
51-5022.01	Tipógrafos	Quita porciones incorrectas e introduce correcciones con la mano.
51-5022.01	Tipógrafos	Compara símbolos en la prueba con el símbolo de la galerada; lee la porción del texto para localizar lugares para introducir líneas corregidas.
51-5022.01	Tipógrafos	Compara líneas corregidas de tipos con la prueba para detectar errores.
51-5022.01	Tipógrafos	Transfiere el tipo desde la barra hasta la galerada cuando está completa la puesta en páginas.
51-5022.01	Tipógrafos	Selecciona el tipo de la caja tipográfica y lo coloca en la secuencia de composición, al leer a partir de la copia.
51-5022.01	Tipógrafos	Introduce regletas, interlíneas o líneas de cuadratines entre las líneas para ajustar la longitud de la puesta/montaje en la página.
51-5022.01	Tipógrafos	Organiza, agrupa y fija en ramas la puesta en página de la galerada del tipo, cortes y encabezados, de acuerdo con la hoja de presentación de la prueba.
51-5022.02	Encargados de maquetaciones	Mide y marca la tabla según la distribución para indicar la posición en la que se deben colocar los diseños, copias tipográficas, márgenes de páginas, pliegues y colores.
51-5022.02	Encargados de maquetaciones	Mide los diseños y espacio de distribución del diseño en maquetas.
51-5022.02	Encargados de maquetaciones	Corta copias tipográficas y diseños al tamaño, aplica pegamento y alínea el diseño y la copia tipográfica en la tabla, siguiendo marcas de colocación.
51-5022.02	Encargados de maquetaciones	Compara mediciones con regla y rueda de proporción para determinar las proporciones necesarias para reducir o agrandar impresiones fotográficas para maquetas.
51-5022.02	Encargados de maquetaciones	Opera un trazador electrónico para dibujar posiciones de diseños en maquetas.
51-5022.02	Encargados de maquetaciones	Aplica una película enmascarante al espacio de distribución del diseño en la hoja superpuesta para crear un espacio libre en el negativo para posteriores añadiduras al diseño.
51-5022.02	Encargados de maquetaciones	Hace negativos o impresiones del diseño con equipo fotográfico para preparar el diseño para su maquetación.
51-5022.02	Encargados de maquetaciones	Cubre fotografías y diseños con papel transparente o papel para calcar para protegerlos.
51-5022.02	Encargados de maquetaciones	Quita exceso de pegamento de la tabla con tijeras, cuchillo del dibujante e instrumentos de dibujo.
51-5022.02	Encargados de maquetaciones	Escribe especificaciones en papel para calcar para dar información a otros empleados.
51-5022.02	Encargados de maquetaciones	Dibuja márgenes funcionales y decorativos alrededor de la distribución, con instrumentos de medición y para marcar.
51-5022.02	Encargados de maquetaciones	Indica líneas de corte y mediciones de ampliación y reducción en fotografías mediante un lápiz aceitado para facilitar el proceso.
51-5022.02	Encargados de maquetaciones	Opera una fotocompositora para preparar la copia tipográfica para la maqueta.
51-5022.02	Encargados de maquetaciones	Pega una hoja plástica superpuesta a la tabla y coloca y fija la copia al plástico.
51-5022.03	Fotograbadores	Desarrolla e imprime negativos, positivos, películas o planchas mediante una exposición controlada a la luz, con el uso de equipo de exposición, baños químicos y vacío.
51-5022.03	Fotograbadores	Aplica con brocha una solución protectora y polvo sobre la plancha y enciende la máquina para distribuir solución ácida o fotosensibilizante sobre plancha o rodillos.
51-5022.03	Fotograbadores	Graba diseños sobre rodillos y planchas de metal, con máquinas para grabar, herramientas de mano y químicos ácidos, para producir planchas y rodillos de impresión.
51-5022.03	Fotograbadores	Calcula las posiciones de la cámara para la exposición de la película o reproducción, mediante equipo medidor, computadora, hojas de trabajo, fórmulas y tablas.
51-5022.03	Fotograbadores	Estudia y compara negativos y positivos de películas con originales o diseños para determinar necesidades fotográficas y verificar la reproducción.
51-5022.03	Fotograbadores	Compara colores con el original para producir valores cromáticos equilibrados o diseño de intensidad.
51-5022.03	Fotograbadores	Examina películas reveladas, pruebas o grabados mediante lupas, gis o carbón para evaluar la calidad y detectar errores.
51-5022.03	Fotograbadores	Modifica o repara planchas o películas mediante grabado con agua a presión y brocha de dibujo, ácido y herramientas de mano.
51-5022.03	Fotograbadores	Mezcla soluciones ácidas o cáusticas.
51-5022.03	Fotograbadores	Lava rodillos y planchas antes de iniciar el proceso del grabado con agua a presión o para quitar la solución resistente y emulsión fotográfica, con agua, limpiador y cepillo.
51-5022.03	Fotograbadores	Transfiere imágenes, diseños o patrones a rodillos, planchas o películas mediante equipo y técnicas fotográficas o pantográficas y herramientas de mano.
51-5022.03	Fotograbadores	Coloca, carga o monta copias, planchas, películas o rodillos y los fija en su lugar.
51-5022.04	Operadores de cámaras	Alimenta la película al procesador automático de películas que revela fotos, fija, lava y seca la película.
51-5022.04	Operadores de cámaras	Selecciona e instala pantallas y filtros en la cámara para producir los efectos deseados.
51-5022.04	Operadores de cámaras	Ajusta controles, luces y lentes de la cámara.
51-5022.04	Operadores de cámaras	Expone la película de alto contraste durante un tiempo predeterminado de exposición.
51-5022.04	Operadores de cámaras	Realiza pruebas de exposición para determinar longitudes de línea, fotograbado de trama y exposición a la reproducción del color para diversos factores fotográficos.
51-5022.04	Operadores de cámaras	Monta el material que se va a fotografiar sobre el marco portaoriginal de la cámara.
51-5022.04	Operadores de cámaras	Mide la distribución del original y determina proporciones necesarias para reducir o amplificar impresiones fotográficas para maquetas.
51-5022.04	Operadores de cámaras	Mide la densidad de imágenes de tono no reticulado que se van a fotografiar para ajustar el tiempo de exposición para imágenes de medio tono.
51-5022.04	Operadores de cámaras	Sumerge la película en una serie de baños químicos para revelar imágenes y cuelga la película en la percha para que se seque.
51-5022.05	Operadores de escáner	Activa el escáner para producir negativos o positivos para cada color primario y negro en la copia original.
51-5022.05	Operadores de escáner	Escribe con el teclado del escáner o usa el mouse para tocar los símbolos en la unidad de visualización de escáner y video para el software de entrada, o mueve controles para ajustar el escáner a la densidad de color, tamaño, regleta de la pantalla y ajustes de la exposición.
51-5022.05	Operadores de escáner	Carga la película en el soporte, coloca el soporte en la cámara de exposición y enciende el mecanismo que carga y fija la película al tambor del escáner.
51-5022.05	Operadores de escáner	Inspecciona la película revelada para observar resultados y calidad indicados; envía positivos o negativos a otros empleados o al cliente.
51-5022.05	Operadores de escáner	Realiza pruebas para determinar ajustes de exposición en el escáner y ajusta controles del escáner hasta que se obtienen los resultados indicados.
51-5022.05	Operadores de escáner	Coloca la diapositiva cromática, negativo o copia de reflexión en el tambor del escáner y monta el tambor y la cabeza del escáner.
51-5022.05	Operadores de escáner	Analiza el original para evaluar densidad de color, realce de gradación, medios tonos y sombras mediante un densitómetro y conocimientos de luz y color.
51-5022.05	Operadores de escáner	Saca la película expuesta del escáner y la coloca en el procesador automático para revelar la imagen en la película.
51-5022.06	Cortadores	Hace un corte en la abertura de la imagen para permitir la exposición a la película o plancha, mediante navaja o cuchillo de artista.
51-5022.06	Cortadores	Aplica solución de caucho y colodión para endurecer el negativo, lo corta a la medida y lo sumerge en baño ácido para prepararlo para el corte.
51-5022.06	Cortadores	Coloca negativos y positivos de películas en la mesa luminosa de acuerdo con la distribución del diseño, planos y registro del color para formar las tiras de película.
51-5022.06	Cortadores	Corta máscaras y organiza negativos para prepararlos para el tiraje de copias por contacto, exposición de la plancha o elaboración de pruebas.
51-5022.06	Cortadores	Arma y alínea negativos y positivos para asegurar el registro y ajuste con unidades cromáticas.
51-5022.06	Cortadores	Examina maquetas, diseños, películas, impresiones e instrucciones para determinar tamaños y dimensiones, número de colores del trabajo y trabajo de cámara necesarios.
51-5022.06	Cortadores	Determina proporciones necesarias para reducir o amplificar fotografías y gráficos para que quepan en el área designada, mediante calculadoras o escalas proporcionales.
51-5022.06	Cortadores	Hace pruebas de tiras planas de películas para determinar la precisión de la tira.
51-5022.06	Cortadores	Dibuja líneas con una regla y márgenes alrededor de negativos y positivos.
51-5022.06	Cortadores	Envía la tira plana terminada al área de prueba o de confección de planchas para la preparación de la prueba final o plancha litográfica.
51-5022.06	Cortadores	Examina la prueba devuelta por el cliente y hace correcciones de acuerdo con especificaciones del cliente.
51-5022.06	Cortadores	Retoca imperfecciones sobre negativos con barniz cubriente y brocha, y sobre fotografías con aguja y clarioncillo.
51-5022.06	Cortadores	Determina o aprueba planes y la secuencia de las páginas para preparar el trabajo para una plancha de impresión específica.
51-5022.06	Cortadores	Examina negativos y fotografías para detectar áreas defectuosas, mediante una mesa iluminada para visualización.
51-5022.06	Cortadores	Corta los negativos de la base.
51-5022.06	Cortadores	Alínea negativos y máscaras sobre la película que no ha sido expuesta en el marco al vacío para hacer negativos o positivos de cada color para la película final.
51-5022.06	Cortadores	Selecciona e introduce tintura para las pantallas en la tira plana de la película, utilizando sus conocimientos sobre el porcentaje de puntos requeridos para obtener colores específicos.
51-5022.07	Confeccionadores de planchas	Monta el negativo y la plancha en la cámara que expone la plancha a la luz artificial a través del negativo fotográfico, transfiriendo así la imagen.
51-5022.07	Confeccionadores de planchas	Transfiere la imagen desde la plancha principal hasta una plancha no expuesta y sumerge la plancha en un revelador para revelar la imagen en la plancha.
51-5022.07	Confeccionadores de planchas	Transfiere imágenes de manera manual y cubre la superficie de las planchas con químicos fotosensibles, mediante cepillo, y deja que la plancha se seque.
51-5022.07	Confeccionadores de planchas	Retira el montaje plancha-película del marco al vacío y coloca la plancha expuesta en el procesador automático para revelar la imagen y secar la plancha.
51-5022.07	Confeccionadores de planchas	Examina planchas fotográficas no expuestas para detectar errores o partículas extrañas antes de imprimir el modelo de máscaras de sombra en el acero sensibilizado.
51-5022.07	Confeccionadores de planchas	Instala y alínea planchas en la caja de impresión.
51-5022.07	Confeccionadores de planchas	Hace orificios en la plancha fotosensible e introduce las puntas en orificios para preparar la plancha para el contacto con el positivo o negativo.
51-5022.07	Confeccionadores de planchas	Repara planchas defectuosas a las cuales les faltan puntos, mediante tinta y herramientas para retoque fotográfico.
51-5022.07	Confeccionadores de planchas	Realiza pruebas para determinar el tiempo requerido de exposición exponiendo las planchas y compara la exposición con la escala que mide las gamas de tonos.
51-5022.07	Confeccionadores de planchas	Coloca la plancha en el marco al vacío para alinear unos con otros a los positivos y los negativos y coloca papel enmascarante sobre áreas no cubiertas.
51-5022.07	Confeccionadores de planchas	Examina la plancha mediante una caja de iluminación y un microscopio para detectar errores, verificar que esta conforme con la plancha principal y medir el tamaño y centro de los puntos.
51-5022.07	Confeccionadores de planchas	Mezcla y aplica a las planchas un revelador a base de químicos; reabastece de revelador al procesador para mantenerlo en buen funcionamiento.
51-5022.07	Confeccionadores de planchas	Baja el marco neumático sobre el montaje de la plancha-película para establecer contacto entre el positivo-negativo y la plancha; ajusta el cronómetro para exponer la plancha.
51-5022.08	Rectificadores de puntos cromáticos	Coloca pantallas sobre negativos o positivos de separación y expone la película durante un tiempo determinado, mediante un marco de contacto y un procesador automático de películas para reducir el tamaño de los puntos fotográficos y para aumentar o reducir el color.
51-5022.08	Rectificadores de puntos cromáticos	Determina el grado de corrección y longitud de exposición necesarios en base a su experiencia o la exposición predeterminada y tablas de colores.
51-5022.08	Rectificadores de puntos cromáticos	Aplica barniz en áreas o películas defectuosas para opacar imperfecciones y agujeros.
51-5022.08	Rectificadores de puntos cromáticos	Compara las impresiones de la prueba del positivo o negativo de separación del color con la copia original del cliente y la tabla normal de colores para determinar la precisión de reproducción.
51-5022.08	Rectificadores de puntos cromáticos	Identifica y marca discrepancias cromáticas en la impresión o película.
51-5022.08	Rectificadores de puntos cromáticos	Examina la película sobre la mesa de retoque para determinar el color y balance cromático indicados, mediante lupa o densitómetro.
51-5022.08	Rectificadores de puntos cromáticos	Prepara pantallas fotográficas para proteger áreas de la película que no necesitan corrección, mediante un marco de contacto y procesador automático de películas, o al cortar de manera manual el material de enmascaramiento, para corregir el color mediante el método photomechanical.
51-5022.08	Rectificadores de puntos cromáticos	Prepara tintes y otras soluciones químicas según las normas y aplica la solución en áreas de la película con colores imprecisos para corregir el color mediante el método químico.
51-5022.08	Rectificadores de puntos cromáticos	Opaca o modifica matices de color de películas, mediante plantillas, brochas y barniz.
51-5022.09	Operadores de sistemas electrónicos para la fabricación de pantallas	Observa las pantallas para vigilar el sistema, detectar avisos de error, observar representaciones visuales del trabajo en progreso y para obtener información numérica, como ancho de línea y último punto trazado.
51-5022.09	Operadores de sistemas electrónicos para la fabricación de pantallas	Oprime el botón para crear un vacío que sostiene la pantalla en su lugar y para activar la unidad de trazado que marca el material para la fabricación de pantallas con las figuras programadas.
51-5022.09	Operadores de sistemas electrónicos para la fabricación de pantallas	Oprime el botón para transferir datos de la memoria del sistema al disco.
51-5022.09	Operadores de sistemas electrónicos para la fabricación de pantallas	Activa el tambor de trazado para hacer exposiciones de la pantalla fotográfica.
51-5022.09	Operadores de sistemas electrónicos para la fabricación de pantallas	Coloca el material en la mesa de retoque y pela el material de fabricación de las figuras trazadas mediante aguja y cinta.
51-5022.09	Operadores de sistemas electrónicos para la fabricación de pantallas	Retira de la mesa de trazado el material rayado para hacer pantallas.
51-5022.09	Operadores de sistemas electrónicos para la fabricación de pantallas	Saca la película del tambor de trazado y la coloca en el procesador automático de películas para elaborar pantallas.
51-5022.09	Operadores de sistemas electrónicos para la fabricación de pantallas	Coloca el boceto del artista en las mesas de digitación del sistema electrónico para fabricar pantallas a fin de preparar el ingreso de datos en la memoria del sistema.
51-5022.09	Operadores de sistemas electrónicos para la fabricación de pantallas	Estudia la hoja del boceto para determinar las formas de las ventanas que han sido dibujadas sobre la hoja del boceto.
51-5022.09	Operadores de sistemas electrónicos para la fabricación de pantallas	Carga la unidad de trazado con material para fabricar pantallas a fin de preparar el trazado y rayado de las figuras que han sido programadas, o bien, mete la película en el tambor de trazado para exponer la pantalla fotográfica.
51-5022.09	Operadores de sistemas electrónicos para la fabricación de pantallas	Retoca los puntos de referencia de diseños en la hoja del boceto, mediante el mouse, y oprime el botón del mouse para ingresar coordenadas del diseño en la memoria del sistema.
51-5022.09	Operadores de sistemas electrónicos para la fabricación de pantallas	Selecciona opciones en el menú del sistema electrónico para fabricar pantallas, como forma, dimensiones de diseños que se van a dibujar, marcas de coincidencia y recuperación de diseños almacenados.
51-5022.09	Operadores de sistemas electrónicos para la fabricación de pantallas	Toca el símbolo de la opción seleccionada en el menú y activa la opción con el mouse.
51-5022.10	Electrotipistas y estereotipistas	Introduce puntas en la base para registrar las planchas del estereotipo en la plancha principal para moldeo de matrices.
51-5022.10	Electrotipistas y estereotipistas	Perfora hoyos que coinciden unos con otros en series de planchas estereotípicas cromáticas montadas que van hacer duplicadas.
51-5022.10	Electrotipistas y estereotipistas	Corrige defectos en las planchas con herramientas de mano de grabado, punzones y martillos.
51-5022.10	Electrotipistas y estereotipistas	Alínea y ranura matrices de series cromáticas con la matriz cromática principal, mediante una machihembradora que tiene un dispositivo amplificador monocromático.
51-5022.10	Electrotipistas y estereotipistas	Rocía matrices de plástico con una solución de plata y sumerge la matriz en un tanque de galvanoplastía.
51-5022.10	Electrotipistas y estereotipistas	Opera prensas de galeradas para obtener pruebas de la reproducción y registro de la plancha.
51-5022.10	Electrotipistas y estereotipistas	Curva planchas para prensas rotativas con una máquina para curvar planchas.
51-5022.10	Electrotipistas y estereotipistas	Corta y empasta piezas de papel-fieltro o cartón en áreas de que no se van a imprimir de la matriz de madera-fibra para evitar problemas durante la fundición.
51-5022.10	Electrotipistas y estereotipistas	Monta planchas terminadas sobre bloques de madera o metal para prensas planocilíndricas, mediante martillo, clavos o prensa de conexión.
51-5022.10	Electrotipistas y estereotipistas	Examina planchas para detectar formaciones imperfectas de líneas, tipos y puntos de medio tono, mediante una lupa.
51-5022.10	Electrotipistas y estereotipistas	Recorta matrices mediante una afiladora alineando las ranuras de la matriz con las puntas de la afiladora.
51-5022.10	Electrotipistas y estereotipistas	Opera máquinas automáticas de fundido para elaborar planchas de impresión estereotípicas y electrotípicas.
51-5022.10	Electrotipistas y estereotipistas	Forma moldes de tipos compuestos, mediante matrices de moldeo de material plástico o de madera-fibra y prensas hidráulicas.
51-5022.10	Electrotipistas y estereotipistas	Vacía a mano el metal en la caja de fundición o molde laminado para elaborar planchas de impresión electrotípicas y estereotípicas.
51-5022.10	Electrotipistas y estereotipistas	Quita excesos de metal de los bordes, la parte posterior y de las superficies de la plancha en las que no se imprime mediante cizalla mecánica, talladora o máquina de recortar.
51-5022.11	Encargados de dar un acabado a las planchas	Selecciona la posición en la que se va hacer el corte y ajusta los controles de las sierras, talladoras y máquinas de recortar, siguiendo las especificaciones.
51-5022.11	Encargados de dar un acabado a las planchas	Opera las máquinas para curvar que cortan las planchas de tal manera que estas quepan en la prensa de impresión.
51-5022.11	Encargados de dar un acabado a las planchas	Opera la prensa que imprime las galeradas de las planchas cuidando que se mantenga la calidad de impresión.
51-5022.11	Encargados de dar un acabado a las planchas	Golpea la plancha con un martillo y bloque para aplanarla hasta que quede uniforme.
51-5022.11	Encargados de dar un acabado a las planchas	Examina planchas con lupa o microscopio para detectar errores, mediante herramientas de grabado.
51-5022.11	Encargados de dar un acabado a las planchas	Frota la superficie con material para dar acabado para así detectar protuberancias.
51-5022.11	Encargados de dar un acabado a las planchas	Monta las planchas ya terminadas sobre bloques de madera o metal, mediante martillo y clavos o pegamento termoplástico y prensa térmica.
51-5022.11	Encargados de dar un acabado a las planchas	Opera herramientas de cortar para desbarbar y aplanar planchas al grosor indicado.
51-5022.12	Operadores y encargados del mantenimiento de máquinas tipográficas y de composición	Controla máquinas y calibradores para garantizar y mantener la calidad.
51-5022.12	Operadores y encargados del mantenimiento de máquinas tipográficas y de composición	Ajusta guías de alimentación, calibradores y rodillos con herramientas de mano.
51-5022.12	Operadores y encargados del mantenimiento de máquinas tipográficas y de composición	Llena depósitos con pintura o tinta.
51-5022.12	Operadores y encargados del mantenimiento de máquinas tipográficas y de composición	Ajusta y cambia engranajes con herramientas de mano.
51-5022.12	Operadores y encargados del mantenimiento de máquinas tipográficas y de composición	Inspecciona productos para detectar defectos.
51-5022.12	Operadores y encargados del mantenimiento de máquinas tipográficas y de composición	Mezcla colores de pintura según las fórmulas.
51-5022.12	Operadores y encargados del mantenimiento de máquinas tipográficas y de composición	Repara o cambia piezas rotas o desgastadas con herramientas de mano.
51-5022.12	Operadores y encargados del mantenimiento de máquinas tipográficas y de composición	Limpia y lubrica equipos.
51-5022.12	Operadores y encargados del mantenimiento de máquinas tipográficas y de composición	Mide y registra cantidades del producto elaborado.
51-5022.12	Operadores y encargados del mantenimiento de máquinas tipográficas y de composición	Selecciona planchas de impresión, troqueles o tipos según la orden de trabajo.
51-5022.12	Operadores y encargados del mantenimiento de máquinas tipográficas y de composición	Instala planchas de impresión, cilindros o rodillos en máquinas con herramientas de mano y calibradores.
51-5022.12	Operadores y encargados del mantenimiento de máquinas tipográficas y de composición	Monta materiales que se van a imprimir en los mecanismos de alimentación y trenza materiales a través de las guías en la máquina.
51-5022.13	Operadores y encargados del mantenimiento de máquinas litográficas y de fotograbado	Opera maquinaria, como procesador de películas, máquinas de graneado y equipo para barnizar.
51-5022.13	Operadores y encargados del mantenimiento de máquinas litográficas y de fotograbado	Pinta el rodillo por encima de agujeros, rajaduras y puntos de referencia mediante brocha y pintura antiácido.
51-5022.13	Operadores y encargados del mantenimiento de máquinas litográficas y de fotograbado	Granea planchas de impresión con chorro de arena para limpiar en seco o en mojado o utilizando mármoles de vidrio.
51-5022.13	Operadores y encargados del mantenimiento de máquinas litográficas y de fotograbado	Examina los planos ya terminados para verificar que se ha utilizado el color determinado, la intensidad o precisión de las líneas.
51-5022.13	Operadores y encargados del mantenimiento de máquinas litográficas y de fotograbado	Corta planchas de impresión a partir de láminas de aluminio y cinc con una cillaza mecánica.
51-5022.13	Operadores y encargados del mantenimiento de máquinas litográficas y de fotograbado	Examina las planchas de impresión con una lupa para detectar si están uniformes o no, para verificar que el tamaño y la estructura del grano sean correctos y además lava el exceso de sedimentos.
51-5022.13	Operadores y encargados del mantenimiento de máquinas litográficas y de fotograbado	Estira y martilla las planchas de impresión usadas para eliminar las marcas de las pinzas y desdoblar las esquinas.
51-5022.13	Operadores y encargados del mantenimiento de máquinas litográficas y de fotograbado	Mantiene la maquinaria en funcionamiento, por ejemplo el procesador de películas y la máquina de exposición.
51-5022.13	Operadores y encargados del mantenimiento de máquinas litográficas y de fotograbado	Copia material impreso, como documentos y dibujos mediante máquina heliográfica.
51-5022.13	Operadores y encargados del mantenimiento de máquinas litográficas y de fotograbado	Aplica tinta resistente al ácido sobre el rodillo de cobre barnizado e inspecciona para detectar manchas de tinta o cavidades llenas de tinta.
51-5022.13	Operadores y encargados del mantenimiento de máquinas litográficas y de fotograbado	Corta el exceso de metal y sesga bordes de planchas de impresión con una máquina de trazado.
51-5022.13	Operadores y encargados del mantenimiento de máquinas litográficas y de fotograbado	Sumerge y gira el rodillo de impresión en soluciones para disolver el recubrimiento, revelar la imágen y teñir mediante un torno eléctrico.
51-5022.13	Operadores y encargados del mantenimiento de máquinas litográficas y de fotograbado	Monta planchas terminadas sobre bloques de madera, metal o sintéticos a mano o con equipo para montar planchas.
51-5023.01	Encargados de imprimir con precisión	Opera el procesador automático para revelar fotografías, planchas o material de base utilizado en pruebas fotográficas monocromáticas o multicolores.
51-5023.01	Encargados de imprimir con precisión	Monta y opera varios tipos de cámaras para producir negativos, fotostáticas o planchas de impresión en papel o plástico.
51-5023.01	Encargados de imprimir con precisión	Sumerge materiales expuestos en soluciones químicas para revelar a mano pruebas fotográficas monocromáticas o multicolores o planchas de impresión.
51-5023.01	Encargados de imprimir con precisión	Prepara duplicados en microfichas de microfilmes, mediante impresora por contacto y máquina reveladora.
51-5023.01	Encargados de imprimir con precisión	Coloca bastidores en un marco neumático para producir planchas de aluminio, impresiones en microfichas o pruebas fotográficas monocromáticas o multicolores.
51-5023.01	Encargados de imprimir con precisión	Frota con la mano un papel contra la plancha de impresión para transferir un diseño determinado sobre el papel para su uso en el grabado con presión de agua de la cristalería.
51-5023.01	Encargados de imprimir con precisión	Copia diseños con un escáner óptico el cual cambia la imagen a un formato legible para la computadora.
51-5023.01	Encargados de imprimir con precisión	Ingresa, coloca y altera el tamaño del texto con una computadora para juntar y organizar páginas para elaborar materiales impresos.
51-5023.01	Encargados de imprimir con precisión	Monta y opera equipo para encuadernar a fin de cortar, ensamblar, engrapar o encuadernar materiales.
51-5023.01	Encargados de imprimir con precisión	Da mantenimiento a equipo y maquinaria de impresión.
51-5023.01	Encargados de imprimir con precisión	Examina e inspecciona material impreso para verificar claridad de la impresión y detectar un color determinado.
51-5023.01	Encargados de imprimir con precisión	Mezcla pigmentos de tinta en polvo, mediante el uso de libro de acoplamiento y herramientas de medición y para mezclar.
51-5023.01	Encargados de imprimir con precisión	Revisa la distribución y el pedido del cliente para determinar el tamaño y estilo del tipo a utilizar.
51-5023.01	Encargados de imprimir con precisión	Mide que tan densos son los colores colores o guías de color en las pruebas con un densitómetro y compara las lecturas con los niveles establecidos.
51-5023.01	Encargados de imprimir con precisión	Usa la computadora para imprimir copias en papel o película del material ya terminado.
51-5023.01	Encargados de imprimir con precisión	Compara la exposiciones que se han hecho de prueba con las guías cromáticas de control de calidad o guías de exposición para determinar los datos necesarios para ajustar la exposición.
51-5023.01	Encargados de imprimir con precisión	Coloca y alínea negativos para ensamblar tiras planas para su reproducción.
51-5023.01	Encargados de imprimir con precisión	Opera máquinas duplicadoras offset o prensas para imprimir pequeñas para reproducir copias monocromáticas o multicolores, dibujos, gráficos o materiales similares.
51-5023.02	Operadores para instalar y montar prensas litográficas offset	Examina la distribución del trabajo para determinar la cantidad de material que se va a imprimir, las especificaciones del papel de que se va a usar para la impresión, los colores y otras indicaciones especiales para la impresión.
51-5023.02	Operadores para instalar y montar prensas litográficas offset	Lava la plancha para eliminar el recubrimiento de goma.
51-5023.02	Operadores para instalar y montar prensas litográficas offset	Aplica cartones para juntas al cilindro portamantilla para aumentar el grosor de la mantilla al diámetro del cilindro de la plancha.
51-5023.02	Operadores para instalar y montar prensas litográficas offset	Llena las fuentes de tinta y solución humedecedora. Ajusta los controles para regular el flujo de tinta y de solución humedecedora hacia el cilindro de la plancha.
51-5023.02	Operadores para instalar y montar prensas litográficas offset	Saca y limpia la plancha y los cilindros.
51-5023.02	Operadores para instalar y montar prensas litográficas offset	Mete papel en el alimentador o instala el rollo de papel, ajusta los mecanismos de alimentación y salida y saca el material impreso del mecanismo de salida.
